-45,481.897
-44.9,487.466
-44.8,492.977
-44.7,498.43
-44.6,503.825
-44.5,509.163
-44.4,514.445
-44.3,519.671
-44.2,524.841
-44.0999,529.955
-43.9999,535.015
-43.8999,540.02
-43.7999,544.971
-43.6999,549.867
-43.5999,554.71
-43.4999,559.501
-43.3999,564.238
-43.2999,568.923
-43.1999,573.556
-43.0999,578.138
-42.9999,582.668
-42.8999,587.146
-42.7999,591.575
-42.6999,595.952
-42.5999,600.28
-42.4998,604.558
-42.3998,608.788
-42.2998,612.967
-42.1998,617.099
-42.0998,621.182
-41.9998,625.217
-41.8998,629.204
-41.7998,633.143
-41.6998,637.035
-41.5998,640.88
-41.4998,644.679
-41.3998,648.432
-41.2998,652.139
-41.1998,655.8
-41.0998,659.416
-40.9998,662.986
-40.8997,666.511
-40.7997,669.992
-40.6997,673.429
-40.5997,676.822
-40.4997,680.171
-40.3997,683.476
-40.2997,686.739
-40.1997,689.958
-40.0997,693.134
-39.9997,696.268
-39.8997,699.359
-39.7997,702.409
-39.6997,705.417
-39.5997,708.383
-39.4997,711.309
-39.3997,714.192
-39.2997,717.036
-39.1996,719.839
-39.0996,722.601
-38.9996,725.323
-38.8996,728.005
-38.7996,730.649
-38.6996,733.252
-38.5996,735.816
-38.4996,738.341
-38.3996,740.828
-38.2996,743.275
-38.1996,745.684
-38.0996,748.057
-37.9996,750.389
-37.8996,752.685
-37.7996,754.942
-37.6996,757.163
-37.5996,759.347
-37.4996,761.494
-37.3996,763.604
-37.2996,765.677
-37.1996,767.714
-37.0996,769.715
-36.9996,771.681
-36.8996,773.61
-36.7996,775.503
-36.6996,777.362
-36.5996,779.185
-36.4996,780.973
-36.3996,782.726
-36.2996,784.445
-36.1996,786.129
-36.0996,787.778
-35.9996,789.394
-35.8996,790.976
-35.7996,792.523
-35.6996,794.038
-35.5996,795.519
-35.4996,796.966
-35.3996,798.38
-35.2996,799.762
-35.1996,801.11
-35.0996,802.427
-34.9996,803.71
-34.8996,804.961
-34.7996,806.18
-34.6996,807.367
-34.5996,808.522
-34.4996,809.645
-34.3996,810.737
-34.2996,811.797
-34.1996,812.827
-34.0996,813.824
-33.9996,814.792
-33.8996,815.728
-33.7996,816.634
-33.6996,817.508
-33.5996,818.353
-33.4996,819.167
-33.3997,819.952
-33.2997,820.706
-33.1997,821.431
-33.0997,822.126
-32.9997,822.791
-32.8997,823.427
-32.7997,824.034
-32.6997,824.611
-32.5997,825.159
-32.4997,825.679
-32.3997,826.17
-32.2997,826.632
-32.1997,827.066
-32.0997,827.472
-31.9997,827.848
-31.8997,828.197
-31.7997,828.518
-31.6997,828.811
-31.5997,829.077
-31.4997,829.314
-31.3997,829.525
-31.2997,829.708
-31.1997,829.864
-31.0997,829.992
-30.9997,830.094
-30.8997,830.168
-30.7997,830.216
-30.6997,830.237
-30.5997,830.232
-30.4997,830.2
-30.3997,830.142
-30.2997,830.058
-30.1997,829.947
-30.0997,829.811
-29.9997,829.648
-29.8997,829.46
-29.7997,829.247
-29.6997,829.007
-29.5997,828.742
-29.4997,828.452
-29.3997,828.137
-29.2997,827.797
-29.1997,827.431
-29.0997,827.041
-28.9997,826.626
-28.8997,826.186
-28.7997,825.722
-28.6997,825.233
-28.5997,824.72
-28.4997,824.182
-28.3997,823.62
-28.2997,823.034
-28.1997,822.425
-28.0997,821.791
-27.9997,821.134
-27.8997,820.453
-27.7997,819.748
-27.6997,819.02
-27.5997,818.268
-27.4997,817.494
-27.3997,816.695
-27.2997,815.874
-27.1997,815.03
-27.0997,814.162
-26.9997,813.273
-26.8997,812.36
-26.7998,811.425
-26.6998,810.467
-26.5998,809.487
-26.4998,808.484
-26.3998,807.459
-26.2998,806.412
-26.1998,805.343
-26.0998,804.252
-25.9998,803.139
-25.8998,802.004
-25.7998,800.848
-25.6998,799.67
-25.5998,798.47
-25.4998,797.249
-25.3998,796.006
-25.2998,794.742
-25.1998,793.457
-25.0998,792.151
-24.9998,790.824
-24.8998,789.476
-24.7998,788.107
-24.6998,786.717
-24.5998,785.307
-24.4998,783.876
