-0.25,-0.89,1
-0.26,-0.89,1
-0.27,-0.89,1
-0.28,-0.89,1
-0.29,-0.89,1
-0.3,-0.89,1
-0.31,-0.89,1
-0.32,-0.89,1
-0.33,-0.89,1
-0.34,-0.89,1
-0.35,-0.89,1
-0.31,-0.88,1
-0.32,-0.88,1
-0.33,-0.88,1
-0.34,-0.88,1
-0.35,-0.88,1
-0.36,-0.88,1
-0.37,-0.88,1
-0.38,-0.88,1
-0.39,-0.88,1
-0.4,-0.88,1
-0.41,-0.88,1
-0.38,-0.87,1
-0.39,-0.87,1
-0.4,-0.87,1
-0.41,-0.87,1
-0.42,-0.87,1
-0.43,-0.87,1
-0.44,-0.87,1
-0.45,-0.87,1
-0.43,-0.86,1
-0.44,-0.86,1
-0.45,-0.86,1
-0.46,-0.86,1
-0.47,-0.86,1
-0.48,-0.86,1
-0.47,-0.85,1
-0.48,-0.85,1
-0.49,-0.85,1
-0.5,-0.85,1
-0.22,-0.9,1
-0.23,-0.9,1
-0.24,-0.9,1
-0.25,-0.9,1
-0.26,-0.9,1
-0.27,-0.9,1
-0.28,-0.9,1
-0.29,-0.9,1
-0.3,-0.9,1
-0.31,-0.9,1
-0.32,-0.9,1
-0.22,-0.89,1
-0.23,-0.89,1
-0.24,-0.89,1
-0.25,-0.89,1
-0.26,-0.89,1
-0.27,-0.89,1
-0.28,-0.89,1
-0.29,-0.89,1
-0.3,-0.89,1
-0.31,-0.89,1
-0.32,-0.89,1
-0.33,-0.89,1
-0.34,-0.89,1
-0.33,-0.88,1
-0.34,-0.88,1
-0.47,-0.87,1
-0.48,-0.87,1
-0.47,-0.86,1
-0.48,-0.86,1
-0.49,-0.86,1
-0.5,-0.86,1
-0.49,-0.85,1
-0.5,-0.85,1
